text,Financial_Problem,Other,Everyday_Decision_Making,Emotional_Turmoil,School,Family_Issues,Social_Relationships,Work,Health_Fatigue_Physical_Pain
becoming a sahm isn't what i expected.,1,1,1,1,0,1,0,1,0
He said if my weight is still unstable and I'm still having trouble eating he'll refer me to a nutritionalist.,0,1,0,0,0,0,0,0,1
Trump's reaction to everything is making me crazy,0,1,0,1,0,0,0,0,0
"well, it scares me because what if the same thing happens when I'm done with college?",1,1,0,1,1,0,0,1,0
money,1,0,1,0,0,0,0,0,0
I was involved in an accident today.,0,1,0,0,0,0,0,0,1
getting everything together to go to houston for a family members heart surgery.,0,0,0,1,0,1,0,0,1
life style,0,1,1,0,0,0,1,0,0
"Every day is a challenge, there were no easy days.",0,1,1,0,0,0,0,1,0
The amount my investments have fallen.,1,0,0,0,0,0,0,1,0
"i didn't have time to make a lunch, and i'm trying my damndest to save my salad for dinner.",0,1,1,0,0,0,0,0,1
"i have a test today in psychology that i haven't finished studying for, boo!",0,1,0,0,1,0,0,0,0
The upkeep on the house is becoming too much for him and it's best to get into assisted living before you need nursing care.,0,1,0,0,0,1,0,0,1
The current worldwide situation with covid-19,0,1,0,1,0,0,1,0,1
"In other news my dog is going senile, my grandfather is real sick and I'm getting closer and closer to moving out.",0,1,1,1,0,1,1,0,1
My dad was diagnosed with Rectal Cancer.,0,0,0,0,0,1,1,0,1
My schedule at work always conflicted with things.,0,0,1,0,0,0,0,1,0
It's just frustrating and hurtful when you feel this way around close friends.,0,0,0,1,0,0,1,0,0
omg my home life is so stressful. its like walking on pins and needles. constant arguing,0,0,0,1,0,1,1,1,0
omg. i'm so stressed by work.,0,0,0,0,0,0,0,1,0
work! people don't respect each other's roles.,0,0,0,0,0,0,1,1,0
"recently, my children have been stressing me out with the terrible three's",0,0,0,1,0,1,0,0,0
"Ok, I've been up on too little sleep too long, and the Bad Influence is telling me to get to bed.",0,0,0,0,0,0,0,0,1
I got the news today that one of my parents' neighbours has passed away due to cancer.,0,0,0,1,0,1,1,0,1
it is extremely frustrating being stuck at my current place of employment until i find something else.,0,0,0,1,0,0,0,1,0
My boss does not appreciate my hard work,0,1,0,0,0,0,0,1,0
my foot got stepped on and is now bruised.,0,0,0,0,0,0,0,0,1
Shit get hard and stresses me out and it's so hard to get by and right now I'm just trying to relieve the stress and get through it all.,1,1,0,1,0,0,0,0,0
My relationship with my boyfriend's son.,0,1,0,1,0,1,1,0,0
"Feeling sad, feeling dejected, feeling lost, feeling confused.",0,0,0,1,0,0,0,0,0
Interesting,0,1,0,1,0,0,0,1,1
work stress,0,0,0,1,0,0,0,1,0
i'm so stressed out about finding a new job,1,0,0,1,0,0,1,1,0
"Issues with myself and parents aside, there is another thing causing conflict and anger inside me and that is society itself.",0,0,0,1,0,1,1,0,0
"Have to get more involved with my son who evidently is now failing one class due to constantly ""forgetting"" to turn in homework and projects.",0,0,0,0,1,1,0,0,0
I can't get myself to study or even do the homework for it anymore.,0,1,0,1,1,0,0,0,0
i get heaps sick of doing ALL the work in ALL situations and never getting people to endlessly praise me.,1,0,0,1,0,0,1,1,0
My family stresses me out lately and I am a bit of a bitch.,0,0,0,0,0,1,1,0,0
My finals today were definetly stressful.,0,0,0,0,1,0,0,1,0
work! i have too much too do at work! help!,0,0,1,0,0,0,0,1,0
i have som upcoming bills that i'm not sure how i'm going to pay for.,1,0,0,0,0,0,0,1,0
i just moved to arizona from california. i don't know what to do job wise.,0,0,1,0,0,0,0,1,0
"Right now we are crazy busy trying to get the apartment together and I have been working, too.",0,1,1,0,0,0,0,1,0
i am trying to write my thesis,0,1,0,0,1,0,0,0,0
i'm not sure how to start saving money.,1,0,0,0,0,0,1,0,0
went to coreys' because she blamed me and I didn't want to talk to her,0,0,0,1,0,0,1,0,0
"People that are supposed to be my friends have been real shitty to me, just because there other friends dont like me.",0,0,0,1,0,0,1,0,0
the virus has been stressing me out!,1,1,0,0,0,0,0,1,1
"Or, worse yet, one of us gets injured.",0,0,0,0,0,0,0,0,1
i am so sick of my job.,0,0,0,0,0,0,0,1,0
I've been stressed about finances. It's hard to pay off debt and also just live.,1,0,0,0,0,0,0,1,1
i have a current temporary medical condition,0,1,0,0,0,0,0,0,1
Everything that whole day was like serious and stressful and REAL.,0,1,1,0,0,0,0,1,0
uncertainty at work has stressed me out lately,0,0,0,0,0,0,1,1,0
new job opportunity,0,1,0,0,0,0,0,1,0
"i don't know, buti reeeeally need to get my car fixed, because right now neither jenny nor i have functional autos.",1,1,1,0,0,0,0,0,0
"The COVID-19 situation has been hard, especially with transitioning to online classes",1,0,0,0,1,0,0,0,1
am debating order dinner but dont really want to eat. fuck it,0,1,1,1,0,0,0,0,1
"gostylo had to drive me how and such and i felt so bad because she like, chauffered me to different doctors all afternoon.",1,1,1,0,0,0,1,0,0
school dragged and ive got so much make up work to do.,0,0,0,0,1,0,0,0,0
I was complaining about school and I was tired.,0,0,0,0,1,0,0,0,1
"My mom is worried about contracting the coronavirus, I fear going out in public.",0,0,0,1,0,1,0,1,1
"Basically it involves my mom, and her ever growing depression because of my dad's absence.",0,0,0,1,0,1,0,0,0
finances have been stressing me out again,1,0,0,0,0,0,0,0,0
"the rest of my day i've spent looking for apartments, all of which seem to be a bit pricey.",1,1,1,0,0,0,0,0,0
My company furloughed me,1,1,0,0,0,0,0,1,0
i have had a headache for several days,0,0,1,0,0,0,0,0,1
my work schedule at the office has been so hectic this days.,0,0,0,0,0,0,0,1,0
i could use some therapy on my back..it's been killing me for about 3 years.,0,0,0,0,0,0,0,0,1
just stressed about getting ready for the baby!,0,0,1,0,0,1,0,0,1
school has been hard,1,0,0,0,1,0,0,0,0
hey! i've been pretty stressed about waiting to hear back about internships.,1,0,0,0,1,0,0,1,0
COVID,0,1,0,0,0,0,1,0,1
I am stressing out I an't pay my bills this month.,1,0,0,0,0,0,0,0,0
I've been under so much stress lately.,0,1,0,1,0,0,0,1,1
The uncertainty of the economy,1,1,0,1,0,0,0,0,0
i dont get paid enough to suffer this much.,1,0,0,1,0,0,0,1,0
Fried chicken mashed potatoes and gravy with baby peas and rolls,0,1,0,0,0,0,0,0,0
I didn't receive my paycheck.in the mail today.,1,0,0,0,0,0,0,1,0
"Your Actual Problem Anxiety and restless dissatisfaction, either with circumstances or with unfulfilled emotional requirements, have produced stress.",0,0,1,1,0,0,0,0,1
"every time I think I'm getting over the whole work thing, something brings me down.",0,0,0,1,0,0,0,1,0
"So, my family is like clinically depressed without a dog in the house.",0,1,0,1,0,1,0,0,0
Lots of family problems mostly.,0,0,0,0,0,1,0,0,0
"in this strees will affected for workplace,school,coolege,shopping,purchasing",0,0,0,0,1,0,0,1,0
"Stressed out about work, they want us to pick up more hours since a lot of people are ou",0,0,0,0,0,0,0,1,1
i have my step 1 exam coming up in 2 weeks,0,0,0,0,1,0,0,0,1
my boss really screwed me over today.,1,0,0,0,0,1,0,1,0
"Is that allowed? I'm going to need all the hours just to get it to stick together properly, I can see that already.",1,1,0,0,1,0,0,0,0
my problem now is that I can't find the balance of staying close with him as well as staying close with friends.,0,0,0,1,0,1,1,0,0
i'm worried about my granddaughter who is sick.,0,0,0,0,0,1,0,0,1
i have to write my damn english reflection essay this weekend.,0,0,1,0,1,0,0,1,0
I am in need of therapy.,0,0,0,1,0,0,0,0,1
It When Keeping It Hidden Became Too Emotionally Burdensome Divulge When Events,0,1,0,1,0,0,0,0,0
"when i was in problem,my mobile phone help me to get relieve from this.",0,1,0,0,0,0,0,0,0
"I think the hardest thing is turning down friends and family when they invite me to do something that I want to do, but just don't have time for.",0,1,0,0,0,1,1,0,0
"I will not be attending school tomorrow, im not up for it, i have to much on my mind and too much home work i havent completed!",0,0,0,1,1,0,0,0,0
paying for christmas presents.,1,0,0,0,0,0,1,0,0
"She's under a bit of stress and feels like she's in a permanent rut down here, especially in the financial spectrum.",1,0,1,1,0,0,0,1,0
"not having enough money to save, eat, and necessities.",1,0,0,1,0,0,0,0,0
"ugh..alix needs to call, i need closure on this shit.",0,1,1,0,0,0,1,0,0
trying to pay off my debt,1,0,0,0,0,0,0,1,0
I then ran to the bathroom and puked as poor Dave held back my hair and rubbed my back.,0,1,0,0,0,0,1,0,1
Talking with some of my friends via AIM has got me increasingly depressed and helpless feeling.,0,1,1,1,0,0,1,0,0
the lack of leadership at work.,0,0,0,1,0,0,1,1,0
i have been on a diet and i'm not losing weight.,0,1,0,1,0,0,0,0,1
keeping an eye on the tenants,0,1,1,0,0,0,1,1,0
The coronavirus,0,1,1,1,0,0,1,0,1
planning a meal,0,1,1,1,0,0,0,0,0
"whatever, ive been so stressed about projects.",0,1,0,0,1,0,0,1,0
"because the state is poor, there was no one they were willing to pay to fully plow the roads until dry.",1,1,0,0,0,0,0,0,0
I can't handle not being organized or having a plan.,0,0,1,1,0,0,0,0,0
"Lately I feel like I'm running out of time, and it's really starting to bother me.",0,1,1,1,0,0,0,1,1
My dad will not stop trying to take all my freedom away :(,0,1,0,0,0,1,1,0,0
"everything at work is. i have stacks of papers to finish, and no time to do so. ugh",0,0,0,0,0,0,0,1,1
"Hes such a good puppy, but hes miserable and has a lot of health problems.",1,1,1,0,0,0,0,0,1
We can't afford the transaction overhead.,1,0,0,1,0,0,0,0,0
Stomach aches stress me out.,0,0,0,1,0,0,0,0,1
pretty much everything. but mostly money i guess.,1,1,1,1,0,0,0,0,0
i have been so stressed about work load.,0,0,0,0,0,0,0,1,0
"Third, problems in my family that I can't fix are majorly stressing me out.",0,0,0,1,0,1,0,0,0
Yesterday I met with my advisor to discuss what classes I should take next semester and she gave me a hard time for being on campus during spring break.,0,0,0,1,1,0,0,0,0
Not knowing whether or not my husband will lose his job due to COVID-19.,1,0,0,1,0,1,0,1,0
i've had a headache almost all week.,0,0,0,0,0,0,0,0,1
"Living with someone like this is tremendously demanding and anxiety provoking, causing the abused person to feel constantly frightened, unsettled and off balance.",0,0,0,1,0,1,1,0,0
Being home almost all day,0,1,0,1,0,1,1,0,1
"Classes are tough, i haven't got a job yet. no income of money.",1,0,0,0,1,0,0,1,0
"the past couple weeks have been pretty cruel. the realization that your ""friends"" would rather exist around you rather than speak to you is emotionally exaughsting.",0,1,0,1,0,1,1,0,0
my head hurts and im tired and i cant sleep.,0,0,1,0,0,0,0,0,1
my husband has been arrested for a dui,0,0,0,0,0,1,1,0,0
i'm stressed out about my financial situation.,1,0,0,0,0,0,0,1,0
She got into a fight with her mom and left.,0,0,0,1,0,1,1,0,0
i have a lot of upcoming deadlines at work,0,0,1,0,0,0,0,1,0
work still,0,1,0,0,0,0,0,1,0
I have been trying to get my 3 year old grandson to finally finish his potty training.,0,0,0,0,0,1,1,0,0
i've been making poor eating habits in the last few weeks.,0,1,1,1,0,0,0,0,1
They cut my hours at work,1,0,0,0,0,0,1,1,0
"We are short staffed at work, and the long hours are draining.",0,0,0,1,0,0,0,1,1
"I don't feel like just sitting around in my apartment, like always, and do nothing.",0,1,1,1,0,0,0,0,1
gettin this shit together has had me so stressed out lately.,0,1,1,1,0,0,0,1,0
my car has been showing signs that something is wrong with it and it sucks,1,1,0,0,0,0,0,0,0
it's just i feel school is being too hard on me.,0,0,0,1,1,0,0,1,0
i don't seem to have enough time during the day to finish pages on my bullet journal.,0,1,1,1,0,0,1,1,0
"It is becoming very difficult to maintain contact, though; as they sign off before I can message them....",0,1,0,0,0,1,1,1,0
the fact i have several bills that are due almost at the same time and it's worrying me!,1,0,0,1,0,0,0,1,0
So my girlfriend broke up with me.,0,0,0,1,0,0,1,0,0
i made dinner for myself tonight and that made me sad. making dinner for one sucks!,0,1,1,0,0,0,1,0,1
"Oh yeah, and then there is christmas shopping and all that stuff, thats always stressful.",1,1,1,1,0,1,1,0,0
I have to work tomorrow and I don't get monday off.,1,1,0,0,0,0,0,1,1
I am not having any luck with my job search.,0,0,0,0,0,0,0,1,0
life in general,1,1,1,0,0,0,0,0,0
i have been trying to beat it for weeks and it just didnt work but then today it worked grant it it took me a long time,0,1,1,1,0,0,0,0,0
And i know that this is a regular problem for just about everyone.,1,1,1,1,0,0,0,0,0
My work productivity and such has been degrading greatly as of late because of too much work and a lot of unstructured life things.,0,0,1,1,0,0,0,1,0
problem with a girlfriend,0,0,0,1,0,0,1,0,0
 I know that I'll never be able to get the same relationship back with my folks and I'm really feeling isolated from his family.,0,0,0,0,0,1,1,0,0
This Covid19 pandemic is stressing me out with the kids being home from school,0,0,0,1,1,1,0,0,1
I am stuck at home because of the coronavirus!,0,1,1,1,0,0,0,0,1
i am not making enough money i don't have enough clientele,1,0,0,0,0,1,0,1,0
I have problem at work,0,0,0,1,0,0,0,1,0
"I wish I could work more hours, I'm desperate for money.",1,0,0,0,0,0,0,1,0
"Problem is, I'm now off my game and, worse, having trouble expressing myself to clients.",1,0,0,1,0,0,0,1,0
things with my kids have been hard,0,0,0,0,0,1,1,0,0
"I am taking a day off soon, from talking that is.",0,1,1,0,0,0,0,0,0
Co-vid! Isn't that what's stressing us all out?,1,0,1,0,0,1,1,0,1
The coronavirus and all its effecs,0,0,0,1,0,0,1,0,1
"so stressed stuck on traffic for one hour and a half everyday after work,",0,1,1,0,0,0,0,1,0
"work has bee rough, we are short staffed and busy.",0,0,0,0,0,0,0,1,0
Its going to be hard living with everyone in my family against me.,0,0,0,0,0,1,0,0,0
"One may think we're doing fine but if I had to lay it on the line, we're losing ground with every passing day, we're not okay.",1,1,0,1,0,0,1,0,0
my money situation has been really stressful recently. 100 bills and $5 in the account.,1,0,0,0,0,0,0,0,0
"Too long from home has worn away at my morale, and fatigue has eroded my writing skills.",0,1,0,1,0,1,1,0,1
I think the deadline is what's stressing me out the most.,0,1,0,0,1,0,0,1,0
some pain in my ribs,0,1,0,1,0,0,0,0,1
after that megan just dropped us off and now i'm tired and my stomach hurts.,0,1,0,0,0,0,0,0,1
we are short staffed at work.,0,0,0,0,0,0,0,1,0
Buddy the dog is sick.,0,1,0,1,0,1,1,0,1
work has been pretty stressful.,0,0,0,1,0,0,0,1,0
Working with people who are sick,0,0,0,1,0,0,0,1,1
I hate waiting...it seems like i've been doing a lot of that.,0,1,1,0,0,0,0,0,1
my wife left me for a younger man.,0,0,0,1,0,1,1,0,0
football game days are so freaky.,0,1,0,0,0,0,0,0,0
my relationship is not going th way i wished it was,0,0,0,1,0,0,1,0,0
"i got my car serviced last week, and now it's making a strange noise when i stop, smh!",0,1,1,1,0,0,0,0,0
